vehicle_id,driver_id,vehicle_model,vehicle_year,engine_cc,transmission_type,odometer_km,last_service_km,current_mileage,daily_distance_km,city_driving_percent,highway_driving_percent,driving_style,ac_usage_percent,fuel_price,fuel_type_before,e20_usage_percent,temperature,traffic_level,region,e20_mileage,user_reported_e20_mileage
VH00156,DR00156,Mahindra XUV700,2011,2179,Automatic,135636,4834,12.99,65,61,39,Moderate,70,102.49,Petrol (E0),36,32,Low,Chhattisgarh,12.99,12.7
VH00157,DR00157,Kia Seltos,2026,1996,Manual,500,3586,18.37,9.6,8,92,Calm,79,111.99,Petrol (E0),53,28,High,Karnataka,18.21,18
VH00158,DR00158,Honda WR-V,2011,1198,Manual,141523,776,13.41,39,62,38,Aggressive,44,111.25,Petrol (E0),32,22,High,Karnataka,13.2,13.2
VH00159,DR00159,Tata Nexon,2013,1248,Manual,123960,4156,12.94,38.6,69,31,Aggressive,92,104.32,E10 Blend,85,26,High,Uttar Pradesh,12,12.1
VH00160,DR00160,Hyundai Grand i10 Nios,2013,1199,Automatic,121679,6092,18.93,17.1,34,66,Calm,39,111.55,E10 Blend,60,36,Medium,Maharashtra,17.71,17.6
VH00161,DR00161,Maruti Suzuki Ertiga,2015,1498,Manual,109286,1677,17.56,16.4,48,52,Moderate,53,100.34,Petrol (E0),49,20,Medium,Uttar Pradesh,16.71,15.6
VH00162,DR00162,Kia Seltos,2026,1462,Manual,6891,8683,18.16,62.2,74,26,Aggressive,55,111.78,Petrol (E0),21,28,Low,Odisha,18.12,17.9
VH00163,DR00163,Toyota Innova Crysta,2023,2179,Manual,25727,1562,14.78,32.3,54,46,Aggressive,48,100.39,Petrol (E0),58,27,Low,Punjab,14.53,14
VH00164,DR00164,Maruti Suzuki Baleno,2016,1197,Manual,99254,3508,15.89,38.3,63,37,Aggressive,95,112.71,Petrol (E0),83,24,Medium,Maharashtra,15.33,15.1
VH00165,DR00165,Maruti Suzuki Ertiga,2023,2179,Automatic,25226,4247,17.57,48.6,100,0,Calm,39,115.3,E10 Blend,47,31,Low,Madhya Pradesh,16.18,16.5
VH00166,DR00166,Volkswagen Virtus,2013,1497,Manual,125734,1062,15.64,20.4,42,58,Moderate,83,105.57,E10 Blend,58,30,High,Gujarat,14.78,15
VH00167,DR00167,Mahindra XUV700,2021,2393,Manual,53031,7768,11.58,40.5,52,48,Aggressive,65,118.78,Petrol (E0),95,27,Medium,Madhya Pradesh,10.67,10.6
VH00168,DR00168,Kia Seltos,2024,1462,Manual,13673,9500,22.33,10.8,50,50,Calm,43,113.6,E10 Blend,69,36,Low,West Bengal,20.59,20.7
VH00169,DR00169,Nissan Magnite,2026,1197,Automatic,9423,1696,22.96,42.2,47,53,Calm,72,107.55,E10 Blend,71,34,Medium,Tamil Nadu,22.64,21.7
VH00170,DR00170,Hyundai i20,2016,799,Manual,99488,4335,24.04,40.4,66,34,Calm,39,100.96,Petrol (E0),31,23,Low,Chhattisgarh,23.32,23.3
VH00171,DR00171,Toyota Innova Crysta,2015,2393,Manual,110131,3392,13.87,38.7,59,41,Moderate,82,103.22,E10 Blend,40,24,Low,Gujarat,12.87,13
VH00172,DR00172,Kia Seltos,2020,1996,Manual,63044,2627,17.43,55.1,45,55,Moderate,67,114.64,Petrol (E0),18,29,Low,West Bengal,17.09,16.6
VH00173,DR00173,Maruti Suzuki WagonR,2018,1199,Automatic,74145,816,15.26,22.1,41,59,Aggressive,90,109.5,E10 Blend,70,33,Medium,West Bengal,14.36,14.4
VH00174,DR00174,Mahindra XUV700,2018,1497,Manual,77344,2385,20.23,35.7,55,45,Calm,50,98.2,Petrol (E0),70,29,Medium,Uttar Pradesh,19.51,19.2
VH00175,DR00175,Maruti Suzuki Swift,2023,1000,Manual,32586,3193,19.57,37.7,45,55,Aggressive,38,108.31,E10 Blend,94,28,Medium,Maharashtra,17.86,18.2
VH00176,DR00176,Kia Sonet,2021,1199,Manual,45708,4283,20.87,41.1,47,53,Moderate,16,104.93,Petrol (E0),37,30,Medium,Gujarat,20.2,20.6
VH00177,DR00177,Toyota Glanza,2015,998,Manual,101731,539,15.78,29.9,67,33,Aggressive,61,107.88,E10 Blend,63,15,Medium,Bihar,15.68,15.3
VH00178,DR00178,Mahindra XUV700,2023,1997,Manual,28278,2022,16.4,32.6,69,31,Calm,38,96.72,E10 Blend,89,24,High,Punjab,15.39,16
VH00179,DR00179,Maruti Suzuki WagonR,2010,799,Manual,153511,4252,14.74,27.4,71,29,Moderate,90,102.15,Petrol (E0),27,32,High,Delhi,14.62,14.4
VH00180,DR00180,Nissan Magnite,2010,1198,Manual,149696,77,14.17,34,76,24,Moderate,73,108.7,E10 Blend,28,25,High,Maharashtra,14.17,14.17
VH00181,DR00181,Maruti Suzuki Alto K10,2017,1000,Manual,86417,510,21.81,16.1,63,37,Calm,88,108.21,E10 Blend,35,42,Low,Odisha,21.07,20.7
VH00182,DR00182,Maruti Suzuki Alto K10,2022,1197,Manual,40422,644,20.86,57.9,40,60,Moderate,75,105.64,E10 Blend,57,14,Medium,Bihar,20.16,20
VH00183,DR00183,Maruti Suzuki Baleno,2012,1497,Manual,140176,1829,19.44,41.6,36,64,Calm,26,107.73,E10 Blend,57,26,Medium,Kerala,19.34,19.3
VH00184,DR00184,Toyota Innova Crysta,2025,2198,Manual,12076,1597,17.64,30.9,65,35,Calm,4,110.86,Petrol (E0),42,31,Medium,Rajasthan,16.99,16.5
VH00185,DR00185,Tata Nexon,2017,1497,Automatic,90652,8093,16.25,44.1,85,15,Moderate,30,108.03,Petrol (E0),41,31,Medium,Odisha,15.83,14.8
VH00186,DR00186,Maruti Suzuki Ertiga,2022,1997,Manual,33768,304,18.13,27.2,56,44,Moderate,65,108.46,E10 Blend,93,21,Low,Maharashtra,16.85,16.3
VH00187,DR00187,Honda City,2019,1199,Manual,60239,528,20.02,40.6,31,69,Moderate,56,112.62,E10 Blend,67,26,Medium,Maharashtra,19.5,19.9
VH00188,DR00188,Hyundai Creta,2021,1996,Manual,44029,50,19.97,18,22,78,Calm,48,109.65,Petrol (E0),54,30,Low,Maharashtra,19.83,19.5
VH00189,DR00189,Maruti Suzuki Dzire,2017,1198,Automatic,82664,4621,18.49,31.5,43,57,Moderate,78,108.23,Petrol (E0),48,31,Medium,Tamil Nadu,18.11,17.8
VH00190,DR00190,Renault Kwid,2026,799,Manual,1705,2749,23.72,19.1,43,57,Moderate,67,106.56,Petrol (E0),44,39,Low,Tamil Nadu,22.99,23.6
VH00191,DR00191,Tata Nexon,2011,1497,Automatic,142485,420,19.17,49.6,54,46,Calm,61,103.25,E10 Blend,65,30,Low,Uttar Pradesh,18.15,18.2
VH00192,DR00192,Mahindra Bolero,2019,1497,Manual,67216,2667,18.16,63.9,79,21,Moderate,77,115.78,E10 Blend,66,22,Low,Madhya Pradesh,17.39,17.6
VH00193,DR00193,Toyota Glanza,2025,998,Manual,9771,2228,21.34,35.2,94,6,Moderate,20,109.33,Petrol (E0),48,28,Medium,Maharashtra,21.02,21.3
VH00194,DR00194,Toyota Innova Crysta,2015,1996,Manual,102226,1794,13.62,28,54,46,Moderate,35,117.46,E10 Blend,20,32,High,Madhya Pradesh,13.62,13
VH00195,DR00195,Toyota Glanza,2024,998,Automatic,15753,1262,22.51,5,34,66,Moderate,83,101.42,Petrol (E0),53,36,Medium,Uttar Pradesh,21.12,21
VH00196,DR00196,Honda City,2023,1198,Manual,26383,9500,20.1,45.7,68,32,Moderate,66,119.7,Petrol (E0),54,30,Medium,Telangana,19.58,19.5
VH00197,DR00197,Hyundai Creta,2020,2198,Automatic,55886,2647,11.59,39.1,86,14,Moderate,92,111.05,Petrol (E0),28,22,High,Maharashtra,11.44,11.2
VH00198,DR00198,Tata Tiago,2022,998,Automatic,35948,118,18.49,44,62,38,Moderate,94,108.1,Petrol (E0),39,34,High,Tamil Nadu,18.49,17.8
VH00199,DR00199,Tata Altroz,2023,1248,Manual,30645,820,23.61,39.6,21,79,Calm,56,101.35,Petrol (E0),71,27,Medium,Assam,21.89,22
VH00200,DR00200,Tata Altroz,2011,1197,Manual,144935,982,14.84,46.3,60,40,Aggressive,59,117.85,Petrol (E0),30,38,Medium,Rajasthan,14.84,13.9
VH00201,DR00201,Kia Seltos,2024,1462,Manual,26602,1413,16.48,42,60,40,Aggressive,72,100.9,E10 Blend,54,23,Medium,Punjab,16.05,15.4
VH00202,DR00202,Maruti Suzuki WagonR,2023,998,Manual,25238,1791,19.57,12.1,26,74,Aggressive,69,112.69,E10 Blend,46,28,Medium,West Bengal,18.93,18.4
VH00203,DR00203,Nissan Magnite,2021,1199,Manual,52508,50,20.8,8.5,69,31,Moderate,31,113.14,E10 Blend,4,28,Low,Madhya Pradesh,20.8,20.4
VH00204,DR00204,Maruti Suzuki Swift,2026,1000,Manual,500,2335,17.87,16.1,71,29,Aggressive,51,105.2,E10 Blend,70,32,High,Uttar Pradesh,17.09,17.4
VH00205,DR00205,Hyundai Venue,2016,1199,Automatic,95398,387,20.92,58.5,35,65,Moderate,31,117.95,Petrol (E0),40,40,Low,Madhya Pradesh,20.74,20.9
VH00206,DR00206,Hyundai Verna,2011,1198,Manual,140980,6916,18.06,31.6,50,50,Moderate,62,114.3,Petrol (E0),86,23,Low,Maharashtra,17.53,18.06
VH00207,DR00207,Maruti Suzuki Baleno,2017,1497,Manual,85552,3162,15.68,29.2,63,37,Moderate,55,107.39,Petrol (E0),6,21,High,Bihar,15.64,15.68
VH00208,DR00208,Mahindra XUV700,2019,1497,Automatic,68479,1552,21.27,34,25,75,Calm,76,99.36,Petrol (E0),80,39,Medium,Chhattisgarh,20.65,20.7
VH00209,DR00209,Honda City,2012,1199,Manual,132758,1663,17.38,46.1,54,46,Moderate,34,109.06,Petrol (E0),84,30,Medium,Kerala,16.02,14.7
VH00210,DR00210,Hyundai Creta,2014,2179,Automatic,112424,973,8.96,48.3,44,56,Aggressive,81,108.31,Petrol (E0),43,27,High,Maharashtra,8.84,8.96
VH00211,DR00211,Toyota Glanza,2015,1000,Manual,112679,1972,16.94,19.1,61,39,Aggressive,72,110.77,Petrol (E0),57,27,Medium,Karnataka,16.91,16.9
VH00212,DR00212,Mahindra Scorpio-N,2025,2179,Automatic,4534,3868,16.39,44.4,73,27,Moderate,70,110.25,Petrol (E0),19,35,Low,Tamil Nadu,16.02,16.1
VH00213,DR00213,Honda City,2012,1199,Manual,129020,5461,17.54,41.8,36,64,Calm,65,109.24,Petrol (E0),67,21,High,Maharashtra,17.12,17.1
VH00214,DR00214,Maruti Suzuki Swift,2023,1000,Manual,27255,7883,20.76,17.3,34,66,Aggressive,40,111.14,E10 Blend,84,27,Medium,West Bengal,19.34,19.5
VH00215,DR00215,Maruti Suzuki Ertiga,2010,1497,Manual,153214,793,15.98,15.9,70,30,Moderate,62,107.68,Petrol (E0),73,19,Low,Bihar,15.57,15.8
VH00216,DR00216,Tata Nexon,2025,1199,Automatic,9269,7477,21.09,26,57,43,Moderate,27,104.5,Petrol (E0),71,30,Low,Tamil Nadu,20.01,19.9
VH00217,DR00217,Maruti Suzuki Dzire,2017,1248,Manual,82825,1573,23.11,55.6,29,71,Calm,23,109.54,E10 Blend,47,26,Medium,Kerala,22.29,22
VH00218,DR00218,Tata Nexon,2017,1497,Manual,90123,6004,15.64,15.5,65,35,Moderate,62,105.65,E10 Blend,85,18,High,Bihar,14.56,14.6
VH00219,DR00219,Hyundai Creta,2014,2393,Automatic,107970,1044,15.07,53.3,36,64,Calm,46,104.43,E10 Blend,43,39,Medium,Uttar Pradesh,14.58,13.7
VH00220,DR00220,Tata Punch,2013,1199,Manual,125780,4326,17.24,46.2,72,28,Moderate,61,104.8,E10 Blend,58,15,Medium,Bihar,16.22,15.1
VH00221,DR00221,Toyota Glanza,2017,799,Manual,88182,3696,16.55,60.5,71,29,Aggressive,91,106.62,E10 Blend,32,30,Medium,Odisha,16.03,16.55
VH00222,DR00222,Tata Tiago,2018,1197,Manual,72218,240,17.12,38.1,63,37,Aggressive,40,100.9,Petrol (E0),21,24,Low,Uttar Pradesh,17.12,16.7
VH00223,DR00223,Mahindra XUV700,2018,1996,Manual,75089,1741,12.24,46,54,46,Aggressive,81,111.4,Petrol (E0),41,32,High,Madhya Pradesh,12.03,12.2
VH00224,DR00224,Mahindra Scorpio-N,2022,1462,Automatic,35468,6029,18.04,39.4,64,36,Moderate,31,111.05,E10 Blend,17,15,Medium,West Bengal,17.29,17.9
VH00225,DR00225,Honda Amaze,2025,1497,Manual,7602,9500,16.74,42,64,36,Aggressive,40,115.09,E10 Blend,26,36,Medium,Madhya Pradesh,16.21,16.7
VH00226,DR00226,Tata Altroz,2025,1498,Manual,12031,9343,17.07,12.3,50,50,Aggressive,49,111.73,E10 Blend,65,19,Medium,Maharashtra,16.58,16.2
VH00227,DR00227,Kia Seltos,2014,1462,Manual,96443,754,14.3,5,85,15,Moderate,97,113.01,Petrol (E0),91,33,Medium,West Bengal,13.16,13.2
VH00228,DR00228,Nissan Magnite,2023,1497,Manual,31608,670,17.02,31.9,16,84,Aggressive,54,114.38,Petrol (E0),61,27,High,West Bengal,16.36,15.6
VH00229,DR00229,Toyota Innova Crysta,2018,2179,Manual,77531,2698,13.47,25.4,92,8,Moderate,84,100.8,Petrol (E0),37,34,Medium,Punjab,13.01,12.8
VH00230,DR00230,Renault Triber,2025,1248,Manual,11895,2391,21.09,39.1,75,25,Moderate,49,107.4,E10 Blend,18,30,Medium,Bihar,20.85,21.09
VH00231,DR00231,Hyundai Venue,2021,1248,Automatic,45326,2233,17.17,5,55,45,Calm,92,109.87,Petrol (E0),50,24,High,Karnataka,16.09,16
VH00232,DR00232,Tata Altroz,2022,1197,Manual,42468,6358,23.3,39.3,38,62,Calm,31,101.65,E10 Blend,53,29,Medium,Delhi,22.48,20.9
VH00233,DR00233,Honda Amaze,2019,1248,Automatic,67182,893,23.43,30,24,76,Calm,27,110.36,Petrol (E0),70,27,Medium,Kerala,22.44,21.2
VH00234,DR00234,Toyota Innova Crysta,2026,2179,Manual,2804,2309,19.44,28.2,35,65,Calm,25,110.74,Petrol (E0),58,31,Medium,Odisha,18.76,18.2
VH00235,DR00235,Maruti Suzuki Dzire,2026,1198,Manual,10113,2366,21.44,15,59,41,Moderate,64,102.92,Petrol (E0),36,14,Medium,Uttar Pradesh,20.93,21.4
VH00236,DR00236,Toyota Innova Crysta,2018,1462,Manual,72634,7063,14.09,34.6,77,23,Aggressive,88,108.48,Petrol (E0),43,25,High,Maharashtra,13.76,13.7
VH00237,DR00237,Kia Sonet,2026,1197,Automatic,500,7735,21.14,55.4,47,53,Calm,35,115.92,E10 Blend,21,23,High,West Bengal,21.05,21
VH00238,DR00238,Tata Tiago,2023,1000,Manual,27188,1041,23.26,65.9,50,50,Moderate,26,100.37,Petrol (E0),41,33,Low,Uttar Pradesh,23.24,22.4
VH00239,DR00239,Mahindra Bolero,2010,1497,Manual,151586,9500,11.25,38.1,65,35,Aggressive,86,115.43,Petrol (E0),89,21,Low,Madhya Pradesh,10.89,10.8
VH00240,DR00240,Maruti Suzuki Baleno,2012,1248,Manual,135781,1998,20.1,42.7,50,50,Calm,77,104.82,E10 Blend,45,25,Medium,Chhattisgarh,19.67,18.4
VH00241,DR00241,Kia Seltos,2019,1497,Manual,66514,262,21.43,25,26,74,Calm,79,108.04,Petrol (E0),43,20,Low,Karnataka,20.49,20.5
VH00242,DR00242,Mahindra Bolero,2017,1462,Automatic,79968,2356,17.02,50.6,67,33,Moderate,89,107.82,Petrol (E0),61,29,Medium,Tamil Nadu,16.28,16.7
VH00243,DR00243,Mahindra XUV700,2026,1996,Manual,2454,5072,18.28,36.6,42,58,Moderate,8,103.71,Petrol (E0),28,30,Medium,Gujarat,17.48,16.9
VH00244,DR00244,Renault Triber,2019,1198,Automatic,69822,883,17.77,27.8,31,69,Aggressive,49,112.82,E10 Blend,56,41,Low,West Bengal,17.35,17.7
VH00245,DR00245,Honda Amaze,2016,1199,Manual,89671,735,20.53,36.4,3,97,Moderate,78,106.5,E10 Blend,57,25,Medium,Maharashtra,19.32,18.8
VH00246,DR00246,Maruti Suzuki Dzire,2018,1198,Manual,79964,7607,22.01,34.2,48,52,Calm,46,113.41,Petrol (E0),74,26,Medium,Karnataka,20.49,20.4
VH00247,DR00247,Maruti Suzuki Ertiga,2023,1462,Manual,32506,603,21.86,29.8,25,75,Calm,61,104.16,Petrol (E0),52,24,High,Uttar Pradesh,21.71,21.5
VH00248,DR00248,Maruti Suzuki WagonR,2015,1197,Automatic,102441,2582,17.54,58.2,42,58,Moderate,18,116.53,Petrol (E0),24,29,High,West Bengal,17.5,17.4
VH00249,DR00249,Mahindra XUV700,2014,2198,Automatic,106611,849,14.64,65.8,59,41,Calm,65,98.39,Petrol (E0),71,27,High,Punjab,13.88,14.5
VH00250,DR00250,Tata Tiago,2018,1197,Automatic,78129,3807,18.22,32.5,71,29,Calm,26,108.63,Petrol (E0),27,23,High,Karnataka,17.68,18
VH00251,DR00251,Renault Kwid,2020,998,Manual,55845,9500,18.28,51.3,41,59,Aggressive,43,112.23,Petrol (E0),67,19,Medium,Karnataka,17.4,16.9
VH00252,DR00252,Honda Amaze,2024,1497,Manual,23543,50,16.07,57.1,86,14,Aggressive,22,118,Petrol (E0),62,39,Medium,Rajasthan,15.23,13.7
VH00253,DR00253,Hyundai Creta,2025,1462,Manual,4912,772,20.14,33.6,50,50,Moderate,88,101.33,E10 Blend,93,26,Medium,Uttar Pradesh,18.62,18.9
VH00254,DR00254,Tata Punch,2014,998,Automatic,109419,1498,20.17,37,74,26,Calm,81,109.77,Petrol (E0),9,26,Medium,Tamil Nadu,20.17,20.17
VH00255,DR00255,Nissan Magnite,2023,1498,Manual,23012,8038,16.46,25.9,60,40,Aggressive,42,110.51,Petrol (E0),80,27,Medium,Karnataka,15.52,15.5
VH00256,DR00256,Hyundai Creta,2021,1462,Manual,52253,799,21.79,46.5,55,45,Calm,60,103.32,E10 Blend,77,34,Low,Gujarat,20.52,20.1
VH00257,DR00257,Honda City,2018,1199,Manual,84481,7584,20.89,23.1,57,43,Calm,71,112.36,E10 Blend,8,18,Low,Maharashtra,20.29,20.89
VH00258,DR00258,Toyota Innova Crysta,2012,1497,Automatic,137672,303,12.41,48,76,24,Moderate,65,101.51,E10 Blend,10,28,High,Delhi,12.41,11.4
VH00259,DR00259,Mahindra XUV700,2019,1498,Manual,69063,8001,18.33,34.1,84,16,Moderate,36,118.9,Petrol (E0),70,26,Low,Madhya Pradesh,17.55,17
VH00260,DR00260,Tata Tiago,2012,1000,Manual,139487,716,17.32,61.3,71,29,Calm,57,111.45,E10 Blend,23,37,High,Tamil Nadu,17.3,16.4
VH00261,DR00261,Volkswagen Virtus,2015,1497,Automatic,105496,82,16.29,5,37,63,Moderate,26,108.86,E10 Blend,82,22,High,Maharashtra,15.27,15.3
VH00262,DR00262,Hyundai Grand i10 Nios,2024,799,Automatic,18837,682,17.44,75.1,80,20,Aggressive,84,105.08,Petrol (E0),50,33,Medium,Bihar,16.47,16.1
VH00263,DR00263,Mahindra Scorpio-N,2016,2393,Manual,98011,3055,13.93,38.8,76,24,Moderate,71,98.19,E10 Blend,87,21,Low,Uttar Pradesh,13.51,13.9
VH00264,DR00264,Maruti Suzuki Baleno,2016,1248,Manual,83663,4209,18.53,15.5,49,51,Moderate,39,103.93,Petrol (E0),41,41,Low,Uttar Pradesh,17.91,17.8
VH00265,DR00265,Tata Nexon,2014,1198,Manual,109407,138,20.76,45.5,19,81,Moderate,75,102.24,E10 Blend,37,30,Low,Uttar Pradesh,20.69,20.4
VH00266,DR00266,Toyota Innova Crysta,2023,1498,Automatic,24467,643,17.63,29.5,67,33,Moderate,73,109.51,Petrol (E0),24,25,Medium,Maharashtra,17.31,17.4
VH00267,DR00267,Mahindra Bolero,2011,1498,Manual,139669,3503,15.25,30.5,44,56,Moderate,73,107.58,E10 Blend,31,32,Medium,Odisha,14.74,14.2
VH00268,DR00268,Mahindra Bolero,2019,2179,Manual,59856,7966,11.98,42.6,82,18,Moderate,90,106.81,E10 Blend,53,35,High,Tamil Nadu,11.75,11.1
VH00269,DR00269,Maruti Suzuki Dzire,2014,1199,Manual,113450,3296,17.41,66.9,66,34,Moderate,42,110.4,Petrol (E0),76,27,Medium,Tamil Nadu,16.45,16.6
VH00270,DR00270,Kia Seltos,2018,1997,Manual,82940,1406,18.98,16.7,54,46,Calm,32,101.61,Petrol (E0),59,23,Medium,Punjab,18.64,18.2
VH00271,DR00271,Hyundai i20,2011,799,Manual,146940,244,16.55,5,73,27,Moderate,45,109.5,E10 Blend,69,26,High,West Bengal,15.99,16.3
VH00272,DR00272,Kia Sonet,2020,1248,Manual,55523,691,21.86,20.6,66,34,Calm,86,99.11,E10 Blend,22,31,Medium,Uttar Pradesh,21.05,21.1
VH00273,DR00273,Skoda Slavia,2023,1199,Manual,23828,4665,18.62,33.3,30,70,Aggressive,89,99.1,E10 Blend,39,36,Low,Gujarat,18.17,18.1
VH00274,DR00274,Mahindra XUV700,2025,2198,Manual,15580,7186,18.73,32.8,67,33,Calm,69,109.62,E10 Blend,64,19,Low,Odisha,17.74,17.6
VH00275,DR00275,Maruti Suzuki Dzire,2024,1498,Automatic,20092,3227,17.34,5,47,53,Moderate,42,111.91,Petrol (E0),34,27,High,Karnataka,16.84,16.6
VH00276,DR00276,Honda City,2018,1498,Manual,81089,3129,18.2,29.6,92,8,Calm,38,117.48,Petrol (E0),82,23,Medium,Telangana,17.28,17.3
VH00277,DR00277,Hyundai Grand i10 Nios,2017,998,Manual,84955,4985,18.87,19.2,45,55,Calm,67,109.34,Petrol (E0),74,20,High,Maharashtra,18.29,17.9
VH00278,DR00278,Toyota Glanza,2016,998,Manual,90185,1238,14.18,15.8,82,18,Aggressive,55,101.53,E10 Blend,87,19,High,Delhi,13.23,12.1
VH00279,DR00279,Hyundai Venue,2011,1199,Manual,141699,3592,17.94,17.4,28,72,Calm,78,106.23,E10 Blend,82,32,Medium,Bihar,16.79,16.7
VH00280,DR00280,Hyundai Venue,2019,1498,Automatic,69537,5609,16.97,52.1,69,31,Moderate,49,101.89,Petrol (E0),68,29,High,Punjab,16.6,16.2
VH00281,DR00281,Hyundai Grand i10 Nios,2013,1197,Automatic,129277,8127,17.23,6.5,87,13,Calm,76,113.37,E10 Blend,46,21,Medium,Telangana,16.61,15.8
VH00282,DR00282,Hyundai Verna,2024,1197,Manual,15437,4583,21.47,21.3,69,31,Moderate,36,110.52,E10 Blend,55,24,Low,Karnataka,21.13,21.4
VH00283,DR00283,Hyundai Verna,2024,1199,Manual,24966,3961,22.32,30.3,65,35,Calm,84,106.5,E10 Blend,62,29,Low,Maharashtra,21.47,21.1
VH00284,DR00284,Mahindra XUV700,2014,1462,Manual,116076,4103,14.9,70.4,73,27,Moderate,68,116.23,E10 Blend,35,38,High,Rajasthan,14.64,13.6
VH00285,DR00285,Honda City,2014,1248,Manual,104885,2252,16.2,18.6,61,39,Moderate,60,100.03,E10 Blend,37,25,High,Delhi,16.2,16
VH00286,DR00286,Maruti Suzuki Alto K10,2016,998,Manual,99956,6061,20.29,53.6,51,49,Calm,57,100.73,Petrol (E0),90,27,Medium,Uttar Pradesh,19.32,18.8
VH00287,DR00287,Mahindra XUV700,2011,2179,Manual,144565,2747,15.51,21.1,44,56,Calm,71,107.63,Petrol (E0),31,33,Low,Tamil Nadu,15.04,14
VH00288,DR00288,Maruti Suzuki Dzire,2016,1498,Manual,93222,2784,17.19,37.4,91,9,Moderate,62,112.7,E10 Blend,41,38,Medium,Rajasthan,16.68,16.7
VH00289,DR00289,Toyota Glanza,2019,799,Manual,72044,4638,20.51,46.1,56,44,Calm,61,98.64,Petrol (E0),72,39,High,Delhi,19.99,19.3
VH00290,DR00290,Maruti Suzuki Baleno,2026,1197,Manual,3386,2127,22.76,36.3,44,56,Calm,85,109.98,Petrol (E0),72,23,Medium,Odisha,21.92,22.1
VH00291,DR00291,Mahindra XUV700,2013,1997,Manual,123956,2792,9.82,18.1,73,27,Aggressive,83,103.27,Petrol (E0),56,14,Medium,Uttar Pradesh,9.63,9
VH00292,DR00292,Hyundai Grand i10 Nios,2026,1000,Manual,500,5953,23.14,33.2,57,43,Moderate,60,101.99,E10 Blend,59,17,Low,Uttar Pradesh,22.45,22.8
VH00293,DR00293,Hyundai Venue,2018,1248,Manual,73640,808,19.52,21.7,78,22,Calm,53,106.62,E10 Blend,57,20,Medium,Bihar,18.89,19
VH00294,DR00294,Honda City,2014,1248,Manual,111537,4734,19.75,25,52,48,Calm,51,113.29,E10 Blend,71,30,Low,West Bengal,18.74,18.6
VH00295,DR00295,Kia Seltos,2022,2198,Manual,43276,2412,15.08,26.8,34,66,Moderate,69,105.33,Petrol (E0),81,23,High,Delhi,14.48,14
VH00296,DR00296,Hyundai i20,2021,998,Manual,49982,6656,23.11,5,56,44,Calm,51,92.56,Petrol (E0),23,20,Medium,Uttarakhand,22.99,23.1
VH00297,DR00297,Honda Amaze,2020,1198,Manual,56180,8268,22.87,5,28,72,Calm,59,102.64,E10 Blend,86,28,Low,Assam,21.12,21.2
VH00298,DR00298,Volkswagen Virtus,2016,1497,Automatic,95071,904,15.41,8.3,36,64,Moderate,68,112.07,Petrol (E0),60,31,High,Kerala,14.76,14.4
VH00299,DR00299,Tata Tiago,2011,1197,Manual,144470,966,18.29,53.9,40,60,Moderate,89,109.62,Petrol (E0),52,20,Medium,Bihar,17.75,17.9
VH00300,DR00300,Kia Sonet,2021,1197,Manual,43076,2139,18.96,29.1,61,39,Moderate,53,111.7,Petrol (E0),71,30,High,Karnataka,18.15,17.5
VH00301,DR00301,Mahindra Bolero,2012,1996,Manual,135542,5185,11.02,5,43,57,Moderate,99,109.5,Petrol (E0),68,30,High,West Bengal,11.02,10.2
VH00302,DR00302,Kia Seltos,2022,2198,Manual,41744,7418,17.41,34,59,41,Calm,42,105.38,E10 Blend,39,22,Low,Uttar Pradesh,16.05,15.9
VH00303,DR00303,Tata Nexon,2022,1497,Manual,43958,868,15.02,45.7,89,11,Aggressive,27,106.43,E10 Blend,59,14,Medium,Bihar,15,14.9
VH00304,DR00304,Honda Amaze,2010,1497,Manual,153102,2793,13.64,47.1,70,30,Aggressive,67,102.96,E10 Blend,42,29,Low,Delhi,12.36,12.4
VH00305,DR00305,Mahindra XUV700,2022,2393,Manual,37229,3153,12.15,59.2,54,46,Aggressive,94,99.46,E10 Blend,10,41,Medium,Delhi,11.61,11.5
VH00306,DR00306,Tata Punch,2025,1197,Manual,10516,1245,21.55,34.9,44,56,Moderate,30,103.92,Petrol (E0),91,30,High,Gujarat,20.54,21
VH00307,DR00307,Renault Kwid,2021,1000,Manual,47518,203,19.39,31.6,48,52,Aggressive,36,111.62,E10 Blend,57,20,Medium,Karnataka,19.1,18.3
VH00308,DR00308,Hyundai Creta,2014,1498,Automatic,101993,1038,17.98,33.8,67,33,Moderate,41,104.83,E10 Blend,48,41,Low,Gujarat,17.49,17.6
VH00309,DR00309,Renault Triber,2021,1197,Manual,42369,50,21.07,27.7,40,60,Calm,93,106.5,E10 Blend,74,30,High,Maharashtra,20.39,20.4
VH00310,DR00310,Hyundai Creta,2018,2179,Manual,73956,6880,13.3,29.6,56,44,Moderate,86,109.27,E10 Blend,83,27,Medium,Kerala,12.12,12.6
VH00311,DR00311,Tata Tiago,2025,1199,Manual,15973,5095,20.67,46.7,33,67,Moderate,77,113.8,Petrol (E0),31,29,Low,Rajasthan,20.17,20.1
VH00312,DR00312,Maruti Suzuki Baleno,2011,1198,Manual,139745,1644,20.21,38.4,14,86,Calm,56,111.27,E10 Blend,64,38,Low,Karnataka,19.46,19.5
